0.00000005,4.69E-11,6.76E-12
0.0000001,9.08E-11,7.30E-11
0.0000002,1.34E-10,1.09E-11
0.0000005,2.89E-10,3.89E-11
0.000002,6.40E-10,2.18E-10
0.000005,1.19E-09,3.97E-10
0.00001,8.62E-10,9.14E-11
0.00002,7.76E-10,1.61E-10
0.00005,2.83E-10,1.46E-10
